epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
60,9672.51,0.83272,1.22844,0.54452,0.89759,0,0.76174,0.75985,0.81151,0.58598,0.75632,0.71828,0.77129,0.44755,0.87385,1.28465,0.58869,0.92332,0,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,9833.2,0.8443,1.23481,0.5543,0.89881,0,0.76727,0.75853,0.81695,0.58883,0.78289,0.71269,0.78193,0.45327,0.8794,1.23701,0.59086,0.92892,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,9993.58,0.82601,1.22029,0.53765,0.89439,0,0.78592,0.75056,0.81664,0.59121,0.77904,0.71553,0.77927,0.45459,0.86383,1.22134,0.58431,0.92112,0,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,10154,0.82033,1.19116,0.53235,0.89236,0,0.76662,0.75299,0.81547,0.58928,0.76486,0.7201,0.78145,0.45627,0.86652,1.23827,0.58471,0.92412,0,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,10314.5,0.82821,1.21971,0.54328,0.89947,0,0.77234,0.74675,0.81437,0.58965,0.77716,0.70997,0.77532,0.45188,0.86576,1.27639,0.58212,0.92154,0,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,10475,0.82373,1.20443,0.53396,0.89413,0,0.77693,0.75958,0.82161,0.59429,0.77499,0.72176,0.78658,0.45812,0.87001,1.23347,0.57806,0.9256,0,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,10635.7,0.82222,1.23475,0.5338,0.88971,0,0.78755,0.75485,0.82033,0.59422,0.76568,0.72763,0.77931,0.4508,0.86207,1.25186,0.57715,0.92355,0,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,10796.3,0.8268,1.21915,0.5327,0.89422,0,0.77456,0.76097,0.81704,0.59339,0.76395,0.72831,0.78053,0.4603,0.87356,1.22072,0.57718,0.93037,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,10956.9,0.81785,1.18388,0.5295,0.89222,0,0.76353,0.76609,0.81847,0.5923,0.74956,0.73963,0.78527,0.45912,0.86887,1.25117,0.57832,0.92589,0,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,11117.5,0.80658,1.20577,0.52344,0.89197,0,0.76834,0.76621,0.82046,0.59381,0.76748,0.72584,0.78434,0.45201,0.87184,1.27002,0.57758,0.92545,0,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,11278,0.82006,1.20353,0.52607,0.8913,0,0.75851,0.76121,0.81493,0.58813,0.76122,0.72074,0.78218,0.45831,0.86993,1.23021,0.58256,0.92611,0,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,11438.7,0.8186,1.20638,0.52392,0.89348,0,0.76834,0.76409,0.81608,0.59186,0.76497,0.72637,0.77836,0.45442,0.86343,1.26387,0.58097,0.92523,0,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,11599,0.80251,1.19784,0.51862,0.88567,0,0.76005,0.76853,0.80967,0.58175,0.74585,0.72004,0.76247,0.44664,0.8731,1.26334,0.58536,0.93396,0,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,11759.7,0.81221,1.19321,0.51448,0.88855,0,0.78727,0.75293,0.81256,0.58711,0.77058,0.7255,0.77729,0.4526,0.87286,1.25446,0.59189,0.93278,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,11920.1,0.80053,1.16434,0.522,0.88764,0,0.76641,0.75958,0.81614,0.59136,0.76785,0.71905,0.78095,0.45787,0.86128,1.2268,0.58032,0.92942,0,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
