epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
73,21518.8,0.8072,1.15488,0.51412,0.88742,0,0.78086,0.7606,0.81409,0.59049,0.77256,0.72665,0.78034,0.45468,0.85368,1.20935,0.58534,0.91661,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,21812.6,0.79447,1.1805,0.50755,0.8844,0,0.77572,0.75689,0.81472,0.59118,0.76346,0.7257,0.77967,0.45725,0.86043,1.23072,0.58287,0.92225,0,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,22106.2,0.80878,1.16335,0.51496,0.88751,0,0.78103,0.74792,0.81203,0.58942,0.77182,0.71833,0.77829,0.45591,0.85903,1.24025,0.5758,0.91833,0,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,22400.1,0.79667,1.16728,0.51125,0.88417,0,0.75618,0.76841,0.80656,0.58432,0.76689,0.71515,0.77562,0.45148,0.85749,1.24053,0.5912,0.91779,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,22693.7,0.79505,1.16865,0.50685,0.88392,0,0.77138,0.7598,0.81184,0.58858,0.76986,0.7148,0.77403,0.44538,0.85726,1.25778,0.58291,0.91886,0,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,22987.6,0.79356,1.16319,0.50731,0.88226,0,0.77863,0.75628,0.80944,0.58611,0.77062,0.71862,0.77357,0.44939,0.86483,1.25303,0.59264,0.92381,0,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,23281.2,0.79435,1.15462,0.5086,0.88426,0,0.76807,0.75926,0.81219,0.58893,0.77147,0.70678,0.77326,0.44681,0.86218,1.2273,0.58148,0.91991,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,23575.1,0.78675,1.13278,0.496,0.87977,0,0.77227,0.75727,0.80851,0.58611,0.76773,0.71514,0.77318,0.452,0.85144,1.22087,0.59412,0.91716,0,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,23868.9,0.78883,1.14632,0.50039,0.88252,0,0.77689,0.74693,0.80776,0.586,0.77023,0.7225,0.77902,0.45471,0.86482,1.22546,0.59499,0.92147,0,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,24162.8,0.79413,1.15265,0.50338,0.88647,0,0.76291,0.76045,0.8111,0.58922,0.78481,0.71341,0.78306,0.45832,0.8529,1.24432,0.5837,0.915,0,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,24456.4,0.78218,1.14587,0.49586,0.88524,0,0.76562,0.76435,0.81088,0.58502,0.7616,0.72435,0.77623,0.44634,0.86071,1.24032,0.58902,0.92028,0,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,24750.2,0.78725,1.13067,0.49724,0.88153,0,0.76037,0.77141,0.8084,0.58855,0.74805,0.73549,0.77126,0.45008,0.85193,1.22459,0.59299,0.91567,0,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,25044,0.78691,1.13589,0.49427,0.88098,0,0.77206,0.75622,0.80978,0.58519,0.75843,0.7265,0.7754,0.4533,0.857,1.21358,0.5993,0.92178,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,25338.1,0.78146,1.14052,0.49199,0.87837,0,0.75818,0.769,0.81316,0.58818,0.77465,0.71091,0.77966,0.45316,0.85682,1.24631,0.58678,0.92098,0,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,25631.7,0.76288,1.11371,0.47849,0.87353,0,0.75772,0.77541,0.80885,0.58799,0.76329,0.72755,0.77766,0.46003,0.85843,1.23185,0.58464,0.92457,0,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,25925.7,0.7857,1.11502,0.48899,0.87845,0,0.76969,0.76025,0.80516,0.58467,0.75805,0.72564,0.77195,0.45518,0.86398,1.22864,0.59362,0.92614,0,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,26219.3,0.7731,1.117,0.48177,0.87776,0,0.75211,0.77036,0.8063,0.58531,0.75405,0.72943,0.77492,0.44796,0.85997,1.24067,0.58631,0.92282,0,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,26513.2,0.76282,1.10954,0.47044,0.87563,0,0.7681,0.75539,0.80605,0.58657,0.76856,0.71525,0.77766,0.4533,0.86204,1.25606,0.5879,0.92564,0,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,26806.8,0.78218,1.14181,0.48453,0.87697,0,0.75837,0.75837,0.80203,0.58559,0.76518,0.71381,0.77035,0.45671,0.85969,1.23355,0.60239,0.92018,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,27100.6,0.75906,1.07787,0.46929,0.87361,0,0.7598,0.77057,0.80771,0.58974,0.75322,0.7415,0.77988,0.45999,0.85451,1.23958,0.58547,0.92272,0,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,27394.3,0.76656,1.10601,0.47182,0.87627,0,0.76023,0.7699,0.80827,0.58861,0.75999,0.72474,0.77525,0.45503,0.8601,1.24531,0.58107,0.9224,0,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,27688.1,0.76898,1.10206,0.47381,0.87147,0,0.76431,0.75781,0.80002,0.58329,0.76513,0.72473,0.77207,0.44856,0.85447,1.23999,0.59823,0.9176,0,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,27981.8,0.76596,1.1022,0.47126,0.87528,0,0.75439,0.75643,0.79974,0.58283,0.75653,0.72006,0.76688,0.45135,0.85631,1.2472,0.59422,0.92942,0,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,28275.7,0.75413,1.09576,0.46636,0.87647,0,0.76317,0.76079,0.80018,0.58293,0.74919,0.73372,0.76791,0.44925,0.85976,1.25833,0.59366,0.92389,0,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
